@RELATION fri_c2_100_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
3.3852700e-001,2.2173264e-001,1.6229215e+000,1.0728251e+000,1.6774915e+000,7.6858023e-001
-1.4996084e+000,-1.0905925e+000,-1.4384859e+000,-1.5842848e+000,5.6606036e-001,2.2833336e-001
2.1345479e+000,1.7402713e+000,-5.2997223e-001,-1.4071888e+000,-6.7922151e-001,-1.3923507e-001
1.0508802e+000,3.0504971e-001,-6.2112402e-001,-5.8146027e-001,9.0526214e-001,-1.3210608e+000
-4.6057330e-002,-1.7039572e-001,-1.1033279e+000,-5.2800000e-001,-6.5226001e-002,1.0386495e+000
2.1328816e-001,4.0398437e-001,-2.2990581e-001,-6.4426117e-001,-5.4955283e-001,-7.0301661e-001
1.8663146e-001,-3.6686464e-001,2.0250122e-002,1.1987019e+000,-1.5021044e+000,1.0564295e+000
-4.5418919e-001,2.4459012e-001,2.8909551e-001,1.5929056e+000,-2.1479587e-001,1.2844114e+000
1.3368723e+000,1.4608328e+000,-7.5432927e-001,-1.7104112e+000,5.1979252e-001,-6.1569846e-001
-8.4040591e-002,8.7376125e-004,-4.3927534e-001,-8.2826922e-001,3.6769744e-001,5.7012452e-001
-5.2596411e-001,8.3099352e-002,-2.5253303e-001,-2.1883525e-001,5.9310432e-001,7.7626003e-001
-3.1225149e-001,4.4751301e-001,6.7594995e-001,1.2349490e+000,1.1148188e+000,9.5642157e-001
-1.3244623e+000,-1.6755321e+000,-1.5263454e+000,-9.9711529e-001,7.3785211e-001,1.4492430e-001
-3.7711673e-001,-1.0158099e-001,1.1263657e-001,7.1760800e-001,-7.8663574e-001,9.4295503e-001
-1.1965364e-001,-1.2576585e-001,1.3052049e-001,-4.0108766e-001,1.6254258e+000,6.2101934e-001
-5.8204830e-001,-6.6292413e-001,6.2604938e-002,5.3069253e-001,1.5192630e+000,8.9679065e-001
-2.1714872e-001,-1.2340691e+000,-6.1407838e-001,4.8836515e-001,-6.2014017e-001,6.4403122e-001
-7.6037234e-001,7.6418418e-002,1.2356638e+000,1.3279279e+000,1.3220167e+000,1.4378625e+000
-2.8041149e-001,3.7308890e-001,-5.6092846e-001,-1.9145959e-001,1.3775976e+000,1.1280298e+000
5.5668045e-002,-4.7847698e-001,-7.8187295e-001,-1.1179139e+000,-5.5713974e-001,1.0484674e+000
1.6454722e+000,1.4621141e+000,2.1075009e+000,9.3169212e-001,-8.8850849e-001,3.9438277e-001
5.2230206e-001,1.0135218e-001,9.4012553e-001,8.3752794e-001,3.7020537e-001,2.1296133e-001
6.4862897e-001,8.1783199e-001,-3.0070020e-001,-7.0783011e-001,-1.7310805e+000,-2.7280601e+000
-1.1734754e+000,-8.9131544e-001,-9.1500322e-001,-3.2213542e-001,-7.7541766e-001,4.4749780e-001
1.1220851e+000,5.4600803e-001,-5.7494528e-001,-2.2340919e-001,-8.9608420e-002,-1.5260407e+000
-1.1568301e+000,-1.5611402e+000,-2.5212080e-001,8.5098959e-002,-1.2499420e+000,-6.8460528e-001
5.1127827e-002,1.8035827e-001,-4.1032880e-001,-8.7301603e-001,-1.0533802e+000,1.7798972e-001
7.6429013e-001,5.6124086e-001,6.4591034e-001,5.6286857e-001,3.4638132e-001,-1.5330977e+000
-1.1983267e+000,-1.6084809e+000,-1.6707220e-001,-1.4577700e-001,5.1639858e-001,-3.0990805e-001
1.4138295e+000,1.5330642e+000,3.3336716e+000,1.3080688e+000,-4.6447846e-001,1.0790951e+000
9.7380868e-001,1.2791924e+000,2.2694130e+000,1.7039685e+000,1.2029298e+000,-5.7479544e-001
-1.9899459e+000,-1.6572962e+000,-7.6414520e-001,1.4330879e+000,3.0025232e-003,3.5017529e-001
-1.1779785e+000,-2.4770628e-001,-2.1613038e-001,-1.1349103e+000,3.5453543e-001,1.9317758e-001
-6.9738101e-001,-1.6466050e+000,-9.1754575e-001,-1.5962277e+000,1.3298502e+000,-1.2798035e-001
5.8893764e-001,1.6510276e+000,1.3971012e+000,5.5665604e-002,2.5748116e-001,-1.8700501e+000
5.9123272e-001,-4.3213029e-001,-7.8456226e-001,-8.4230816e-001,1.1440688e+000,1.0365109e+000
-2.4765800e-001,1.3532955e-001,-1.0818592e+000,-1.5480324e+000,-4.1304828e-001,2.9340009e-001
1.0323090e+000,4.8848543e-001,-6.7259482e-001,-1.3984218e+000,1.2812077e+000,-2.0996995e+000
-1.1749069e+000,-1.3653932e+000,-4.0390433e-001,1.0068935e+000,-2.2481485e-001,2.9492733e-001
1.8872382e+000,1.5038693e+000,2.8872574e+000,1.7117005e+000,-1.7979041e+000,1.6505921e+000
-4.5564074e-001,3.9701044e-001,9.8446235e-001,4.6748107e-001,-5.3242842e-002,7.2904239e-001
-4.4606170e-001,-5.1824810e-001,-5.6537153e-001,-2.5885227e-001,4.8343607e-001,1.2634557e+000
-4.7496259e-001,4.6651678e-002,-9.5197377e-001,-1.6314609e+000,-1.3810835e+000,3.7295238e-001
4.3216677e-001,7.0298724e-001,-1.5396785e-001,-6.1176661e-003,2.5790359e-001,-1.1552595e+000
5.0966172e-001,2.9140095e-001,-1.4270497e-001,-1.1252829e-004,5.8055126e-001,-4.8732768e-001
-1.3757617e-002,-6.8289184e-001,1.8323744e-001,9.0837001e-001,6.8556801e-001,9.7180385e-001
-3.2763675e-001,-8.6782731e-002,-3.7570612e-001,-6.4689109e-001,-8.6388450e-001,4.8004355e-001
6.0824349e-001,4.4741518e-001,8.0720566e-001,9.5146545e-001,-1.2441959e+000,-1.3680517e+000
-4.5947295e-001,-8.1712675e-001,-1.7343972e+000,-6.5340176e-001,1.5506641e+000,1.6690976e+000
-1.5604291e+000,-1.5591535e+000,-7.9833851e-002,1.4770970e+000,1.2620354e+000,3.6436868e-001
9.3029885e-001,1.4957688e+000,6.3909873e-001,-2.6131698e-001,1.6876444e+000,-1.0085380e+000
