@RELATION fri_c1_100_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
9.3226745e-001,2.0489828e+000,-1.2929169e+000,6.0610203e-001,-1.6253610e+000,-7.3936774e-001
-4.6205332e-001,-9.9616039e-001,7.9520756e-001,-1.2891685e+000,1.2586851e+000,-1.9426488e-001
1.2206179e+000,8.7560674e-001,9.1077809e-001,-1.0823232e+000,9.6515238e-001,-2.1191148e+000
-1.5077452e-001,7.6693967e-001,-1.3055544e+000,1.0287519e+000,6.8950806e-001,1.3012830e+000
-1.5519029e+000,-1.1095243e+000,-7.4238948e-001,-3.2457839e-001,-1.0973173e+000,-8.7438519e-001
1.3084600e+000,7.4314575e-001,1.2221641e+000,-8.3494088e-001,-1.3185914e+000,-2.5277323e+000
2.2312871e-001,-3.8451013e-001,1.1414186e+000,9.6754839e-001,1.1997940e+000,1.7184474e+000
1.3625064e+000,5.3336206e-001,1.5374527e+000,1.7218462e+000,1.6158645e-001,-7.6281955e-001
1.2739225e+000,1.5371817e+000,-3.7969032e-001,1.3092251e+000,1.0152288e+000,-4.5456832e-001
-1.4042768e+000,-8.7308375e-001,-1.4873599e+000,5.7795081e-001,-1.5009343e+000,1.3813692e-001
2.3887474e-001,2.3156496e-001,-3.9145227e-001,-1.7642799e+000,1.0984424e+000,-2.3727428e-002
2.1386183e-001,1.4644219e-001,-5.7290517e-002,-1.2525178e+000,1.1739251e-001,2.7093881e-001
-7.1661630e-001,-8.4606039e-001,1.0637190e-001,1.6408061e+000,-3.4011139e-001,5.8487726e-001
-6.1260273e-001,-2.5928806e-001,-1.0946912e+000,-1.7199331e-001,-1.3576574e+000,5.7345707e-001
-1.3690845e+000,-8.1599934e-001,-1.0601491e+000,-5.9336323e-001,6.0210907e-001,6.6541543e-002
-3.7301327e-001,-1.0656641e+000,1.6261347e+000,-6.3364585e-001,-1.4410805e+000,-5.3432779e-002
-4.6535614e-001,-2.8254975e-001,-9.8888815e-001,1.8620527e-001,-9.9931601e-001,9.0510955e-001
-8.8995217e-001,-1.5850513e+000,9.4302305e-001,3.7453643e-001,-1.3022487e+000,-6.3988307e-001
-7.1754879e-001,-3.5097584e-001,-8.4894504e-001,4.5569060e-001,1.2247341e+000,1.1829694e+000
-2.9188126e-001,5.3771266e-002,-6.5502520e-001,-1.7364031e+000,3.9509799e-001,1.9828347e-001
-2.5251167e-001,2.3628994e-001,-1.3610045e+000,-6.4457222e-001,-1.1017634e+000,7.0946390e-001
1.0610759e+000,6.2275193e-001,1.4361856e+000,-1.7756809e+000,-4.7108639e-001,-1.9236117e+000
-1.6706045e+000,-1.4321367e+000,-8.8671004e-001,-9.5244086e-001,1.3403825e+000,-4.2923600e-001
1.0829571e+000,1.5910221e+000,-8.3484466e-001,1.6992359e-001,5.0351273e-001,-1.4880131e+000
-1.8241383e+000,-1.5797648e+000,-8.9490712e-001,-1.5829215e-001,4.9779911e-001,-6.2258282e-001
1.0116212e-001,3.8462958e-001,-3.8084059e-001,-6.6718946e-002,-8.1926871e-001,2.0116396e-001
6.3159606e-002,1.2028864e-001,-2.8716069e-001,1.3094766e+000,-9.4883332e-001,1.1703659e+000
5.4835368e-002,1.1680181e-001,-2.2615192e-002,-4.6215328e-001,-1.4800180e+000,3.3126000e-001
-9.3183248e-001,-9.0210516e-001,-7.2087902e-001,2.7914510e-001,1.0095708e+000,4.3290773e-001
-3.6849565e-001,-1.1616708e+000,1.9028749e+000,1.1251210e-001,1.1181445e+000,6.5322515e-001
-3.2820810e-001,6.1284859e-001,-1.1653533e+000,-9.5703425e-001,-1.3059413e+000,2.3459642e-001
-3.3505695e-001,-8.0845519e-003,-9.3585395e-001,1.0733494e+000,-3.8402784e-002,1.5972796e+000
1.7257119e-001,6.7538757e-001,-4.7545023e-001,4.5079015e-001,-1.7904283e+000,-2.5134850e-001
-2.0947149e-001,-4.7672835e-001,3.4065805e-001,-1.6926685e+000,-1.0649374e-001,-3.0220658e-001
-7.4265056e-001,-7.4021012e-001,-5.0345379e-001,-2.9333545e-001,1.3975319e+000,5.2156391e-001
-2.5584602e-001,-1.5160575e+000,1.9140701e+000,-1.7468601e+000,-1.6977245e+000,-1.0337337e+000
-4.3377647e-002,5.5004106e-001,-1.2644744e+000,5.8760455e-001,7.9032837e-001,1.2328435e+000
-7.5968031e-001,-3.5878114e-001,-1.3404790e+000,-6.5658057e-001,-2.4534307e-001,5.7511457e-001
-2.7076168e-001,-8.8000910e-001,1.3767083e+000,-5.7598425e-001,1.4121317e+000,6.7485138e-001
-1.1889124e+000,-8.1267195e-001,-7.4228788e-001,1.3943125e-001,3.1023495e-002,2.4833114e-001
-5.8130243e-001,3.0220279e-001,-1.2502518e+000,-1.1970140e+000,1.2295330e+000,9.8265900e-001
1.5772236e+000,9.3590861e-001,1.5999663e+000,-1.1327750e+000,-1.7706499e-001,-2.2732675e+000
-9.3978641e-001,-5.8553221e-001,-2.3138635e-001,1.7870143e+000,3.2418127e-001,9.2543749e-001
1.0418122e+000,4.8349442e-001,1.3351097e+000,4.5847989e-001,-4.8528644e-001,-1.0554840e+000
2.4418756e+000,1.9928300e+000,1.0341472e+000,-1.0289377e+000,2.4783356e-001,-7.8204267e-002
-3.7018090e-001,-1.4418710e+000,1.2319529e+000,-6.1506506e-001,8.0778580e-001,-5.6167491e-001
-2.2996190e-001,4.3203609e-001,-1.0749312e+000,-3.4933207e-001,-1.7714444e+000,2.8190205e-001
-3.4679072e-001,-1.0729857e+000,8.2815134e-001,1.1535759e+000,1.1441966e+000,8.9623390e-001
-1.4015927e+000,-1.3272131e+000,-1.8760040e-001,1.1814356e+000,-9.1615280e-001,-4.0727622e-001
