@RELATION fri_c0_500_25 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
@DATA  
1.2289414e+000,-3.3003729e-001,-1.2516614e+000,4.3815265e-001,-7.4723471e-001,-3.7982854e-001,7.5402470e-001,-1.3080110e+000,1.9721501e-001,8.2762419e-001,-1.1267824e+000,-1.7957001e+000,1.5646742e-001,-1.5119320e+000,-1.9734887e-001,-1.5407730e+000,-7.0851870e-001,-1.4725485e+000,1.7003909e+000,-1.2344615e-003,-2.2995250e-001,5.9372599e-001,1.2567453e+000,1.3167170e+000,-5.4119863e-001,6.3689884e-001
4.6159366e-001,-1.6326199e+000,3.1398902e-001,3.4136386e-001,-1.1329340e+000,-1.6078184e+000,-1.1121077e+000,4.2729523e-002,6.6185335e-001,1.0487218e+000,-1.0545567e-001,-1.4022089e+000,3.8495965e-001,5.2304014e-001,-6.3051376e-001,-1.6210897e+000,1.3795450e+000,5.5903246e-001,1.4669635e+000,-9.5915038e-001,-7.9060036e-001,-3.7284459e-001,-5.1867367e-001,-9.7603198e-001,6.4643257e-001,-1.3221011e+000
1.6587802e+000,-7.0620904e-001,5.0289790e-001,2.1396042e-001,1.3516530e+000,-1.2264427e+000,1.3276525e+000,7.1956405e-001,5.7557444e-001,7.9906956e-001,-1.2050170e-001,9.0116341e-001,-4.6079353e-001,-6.3268586e-001,-1.0198885e+000,1.4039066e+000,1.5606609e+000,-4.4889985e-001,3.5402754e-001,4.2163265e-003,-1.0144054e+000,5.0618766e-002,-1.1419298e+000,1.4598100e+000,1.5799279e+000,7.9674395e-001
-1.7285030e+000,1.6603388e+000,1.0940705e+000,-7.1444872e-001,-3.1798167e-001,1.2911989e+000,-6.7455668e-001,5.9293527e-001,-1.3355617e+000,-5.7652946e-001,1.7229368e+000,-1.0863891e+000,-6.2150719e-001,1.2110172e-001,1.6883645e+000,1.2926556e+000,1.6139502e+000,1.1872438e+000,-1.5709030e+000,-3.7158787e-001,-1.6895944e+000,-1.5554242e+000,-4.8675190e-001,-8.4773299e-001,5.8807519e-001,-1.4552350e+000
-3.5079151e-001,2.9465906e-001,7.2471647e-001,1.3678437e+000,-1.3039573e+000,9.5029044e-001,1.5680465e+000,-1.1698550e+000,1.4491095e+000,-1.6585238e+000,-9.0949677e-001,1.2705744e+000,-1.3384959e+000,-1.2734723e+000,1.6606500e+000,-3.8316772e-001,-9.2346006e-001,4.2433326e-001,1.0847185e+000,-1.1976037e+000,1.0633769e+000,-6.3734969e-001,-3.1504177e-001,-1.2628931e+000,-2.3204737e-001,4.0537355e-001
-1.5849527e+000,1.1302193e+000,6.1110329e-001,-1.1178824e+000,1.5400834e+000,-6.8001891e-001,-4.1120998e-001,9.2465403e-001,1.4444189e+000,1.0382592e+000,-1.5151865e+000,3.8111051e-001,1.3248710e+000,-5.4417135e-001,1.0479809e+000,2.8927522e-001,7.6946795e-001,6.1475772e-001,1.4280349e+000,5.4917856e-001,-1.3306331e+000,1.6724141e+000,6.1749460e-001,1.7589252e+000,3.1801138e-001,-1.4687355e+000
1.2898247e+000,6.8848015e-001,1.9126200e-001,-1.3412844e+000,1.2003182e+000,-1.4611803e+000,1.3907202e+000,-4.4794129e-001,1.9277840e-001,-7.0767358e-001,-2.8556638e-002,-2.9351526e-001,1.6622015e+000,7.6581595e-001,-1.0500905e+000,5.9825372e-001,9.3893938e-001,5.2227772e-001,-4.1308592e-001,6.8346774e-001,-4.7749547e-001,3.6849990e-001,-5.1318844e-001,-7.7561909e-001,-1.2367769e-001,5.5850164e-001
-8.8645533e-001,-5.7244957e-002,-1.2387828e+000,1.5194827e+000,9.5835780e-001,-1.3026726e-001,1.2326764e+000,8.3643011e-001,5.2535718e-001,1.7090667e+000,-3.8720843e-002,-1.2443411e+000,7.9982662e-002,-2.7378042e-001,8.9884727e-001,-3.9833167e-001,1.1153092e+000,2.7386630e-001,-1.0365112e+000,1.5316194e+000,1.3446781e-001,1.0529141e+000,9.6739847e-001,1.4282350e+000,5.8633908e-001,1.0924608e+000
6.3121104e-001,-1.5149988e+000,3.6324230e-001,1.1850415e+000,4.0296000e-001,-1.1793693e+000,1.0737180e+000,5.7324030e-001,-1.0578863e+000,-6.3823057e-003,-3.9878051e-001,-2.2917754e-001,1.3054605e+000,4.0676790e-001,-1.4731987e+000,1.1025726e-001,1.1036831e-001,1.7950692e+000,-1.1645950e+000,8.6978746e-001,-1.5014171e+000,-4.3359516e-001,1.0925080e+000,1.4206391e-001,8.1970319e-001,-1.8496017e-001
-1.1905953e+000,7.5359975e-001,9.3994713e-001,-9.7853327e-001,-1.7107732e+000,6.5575641e-001,1.4703982e-001,-6.2434728e-001,-1.3323997e+000,-7.4385326e-001,-3.8925363e-001,4.2471345e-001,2.0082982e-001,-8.0791123e-001,-1.6890248e+000,-1.0520197e-001,-7.5388108e-001,-1.2584315e+000,-1.6751141e+000,4.2564373e-001,1.5473089e+000,1.3445872e+000,1.2336970e+000,-1.6029478e+000,-1.6408120e+000,-1.3629090e+000
4.1668488e-001,-1.6071908e+000,-2.2811183e-001,4.4750836e-001,-1.4036686e+000,5.5344186e-001,1.2980129e+000,7.7374265e-001,8.0882167e-001,-7.2808793e-001,1.2610334e-001,-1.6831320e+000,1.1248062e+000,9.7026004e-001,-1.1213787e+000,-1.1408490e+000,-1.2468595e-001,1.7653448e+000,1.0231275e+000,2.6561721e-001,-1.6025795e+000,-7.2841171e-001,-3.0314219e-001,1.2761267e+000,-7.6990130e-001,-1.2397577e+000
-6.1428571e-001,1.2707262e+000,1.4547894e+000,7.4338718e-001,3.8768008e-001,-8.0758838e-001,-9.0871454e-001,-1.0853915e-001,-1.6652595e+000,-2.3278476e-001,1.0433869e+000,1.3088500e+000,-6.5672600e-001,-9.7370896e-001,5.1068220e-002,-5.7453583e-001,1.0799938e+000,3.4617336e-001,-1.2742736e+000,-2.4416456e-001,-5.5802404e-001,4.6085978e-001,2.3349956e-001,-1.6232830e+000,-4.7128048e-002,1.6170194e+000
4.2298712e-001,-4.9946085e-001,8.1416646e-001,-4.6800005e-001,-3.5543293e-001,-1.1473821e+000,1.4386682e+000,7.8849624e-001,-1.7040480e+000,1.4529867e+000,1.3531985e+000,1.3276886e+000,4.7878706e-001,1.5633470e+000,-2.4099405e-001,1.9248725e-001,1.1064734e+000,-3.3402010e-001,-7.2301025e-001,-1.2167483e+000,1.1571767e+000,1.4203523e+000,1.5944705e+000,-1.3566688e+000,-1.3305935e+000,-2.2527197e-001
-6.0935572e-001,-1.3381742e+000,-1.4248407e+000,3.7371278e-001,-3.7933176e-001,1.7959299e-001,1.0178086e+000,-1.0323017e+000,-4.6396103e-001,-1.6667146e+000,6.1727981e-001,6.5698535e-001,-3.4822142e-001,1.0369938e+000,-1.4522824e-001,-1.3441838e+000,-1.1662016e+000,-3.1214855e-001,-5.5304905e-001,-1.6468060e+000,1.4860113e+000,-4.0430408e-001,1.7317913e+000,-9.4399163e-001,3.7887403e-001,-5.1010965e-001
1.5987788e+000,-1.5025221e+000,-1.2622489e+000,1.4108050e+000,-1.2408867e+000,-2.9330323e-001,-1.6972399e+000,-1.3488594e+000,-1.3190082e+000,1.7084657e+000,2.7857907e-001,-1.4660140e+000,1.0201800e+000,1.4088856e+000,1.5984012e+000,1.1354284e+000,1.2916577e+000,-3.2610953e-001,8.0700876e-001,1.4147773e+000,-2.3249451e-001,1.6683738e-001,-8.2384469e-001,-7.1808836e-001,-1.3848554e+000,1.4386423e-001
-1.4269007e+000,5.2627925e-001,-8.7304926e-001,6.7868545e-001,1.0508594e+000,-5.0381628e-001,8.7875659e-002,-6.9759750e-001,-1.3357453e+000,1.6077819e+000,-3.6566407e-001,1.0681338e+000,1.2092855e+000,4.9898511e-001,-6.4633401e-001,-1.0374495e+000,7.7208828e-001,-1.0415513e+000,9.9659078e-001,1.1355683e+000,-1.2382462e+000,7.9930732e-001,7.3246628e-001,5.5698706e-001,-6.4413510e-001,-3.7089177e-001
-3.3085361e-001,4.6406422e-001,1.0442496e+000,1.0356818e+000,7.3839231e-001,5.1305379e-001,1.5250824e+000,3.1680950e-001,6.0885617e-002,-1.5312715e+000,1.2754066e-001,9.2444035e-001,4.0688745e-001,-8.5823318e-001,1.4422690e+000,7.4117195e-001,-8.0293844e-001,1.2971368e+000,1.3551906e+000,-6.8261516e-001,-8.2992089e-001,6.6265923e-001,9.2632019e-001,-1.3294190e+000,-4.8587435e-001,1.3064053e+000
2.9115209e-001,-1.6227224e+000,-4.6073800e-001,-1.5329922e+000,-1.6262191e+000,-9.9340819e-001,-7.2775513e-001,-1.6383001e+000,-1.5546442e+000,2.0213182e-001,-1.1457620e+000,1.0302430e+000,-8.5624184e-001,3.5085903e-002,-1.3042494e+000,2.1510961e-001,1.4153125e+000,1.7835436e+000,-1.5038872e+000,-1.2792118e+000,2.5517085e-002,-6.0777246e-001,6.4468419e-001,-1.2208058e+000,-1.3091019e+000,-2.5395546e+000
8.5807635e-001,-1.5403269e+000,-1.5278505e+000,7.8421925e-001,-1.4631092e+000,-5.4593405e-001,-5.4832701e-001,-1.5006221e+000,8.5397284e-001,1.1472157e+000,-1.0114621e+000,1.6953930e+000,-5.3726375e-001,-2.5206787e-001,-1.4295810e+000,1.3791548e-001,1.5749813e+000,5.5235935e-001,1.3974187e+000,-8.6040554e-001,4.5554214e-001,1.3022641e+000,-1.6872807e+000,-9.6571889e-001,3.2135246e-002,-5.9925662e-001
-3.2445306e-001,1.0003742e+000,9.6451741e-001,-1.6815337e+000,-1.0878844e+000,8.5881522e-002,-6.6215958e-002,-6.0396295e-001,-1.6098147e+000,1.4724074e+000,1.3690582e+000,6.3902106e-001,-3.8607246e-001,-5.3365025e-001,1.6376497e-001,3.2325677e-002,1.5068961e+000,-1.1140048e+000,8.3712232e-001,1.0452545e-001,1.5389677e-001,1.4145763e+000,6.4479417e-001,-1.1293663e+000,-3.7526420e-002,-7.4942252e-001
1.1076991e+000,-7.7394736e-001,9.9940275e-002,1.6407367e+000,-4.4283600e-001,-1.5261733e+000,-7.4567815e-001,-3.4558514e-001,1.8346346e-001,-5.6665234e-001,-1.4008822e+000,-1.2891288e+000,-9.7719233e-001,-5.5724481e-001,-3.0023061e-001,8.0633463e-001,-1.6477966e+000,-1.7859796e+000,-1.1853037e-001,-1.6707166e+000,1.6740274e+000,9.0515569e-002,-1.1789036e+000,-1.1017572e+000,2.8374093e-001,8.0121299e-001
-7.1431534e-001,-8.2306878e-001,5.8606614e-001,-5.6902577e-001,9.5128202e-001,-9.3764795e-001,1.2327832e-001,1.3088784e+000,1.0288255e+000,1.6862949e+000,-1.3616452e+000,1.9464221e-001,5.0131199e-001,2.4631302e-001,3.3681770e-001,-1.0700329e+000,-2.5845125e-001,-5.4548989e-001,1.4096292e+000,-1.0438113e+000,-1.5289676e+000,-2.7601830e-001,-1.2107582e+000,-1.4416060e+000,-1.3347803e+000,-1.0440602e+000
-5.5768666e-001,-1.0820531e+000,1.7620518e-001,1.0101800e+000,-4.0818750e-001,1.3199325e+000,-1.3051780e+000,1.4006872e+000,1.3829798e+000,-9.0666282e-001,-1.1676820e+000,-1.4124577e+000,-6.5764153e-001,9.9882125e-001,-1.3202479e+000,-7.1468197e-001,-1.4073764e+000,-1.1461050e+000,-7.0805533e-001,9.5224565e-001,-1.4003442e-001,-4.3476882e-001,1.5137979e+000,-7.8849838e-001,1.3102654e+000,-6.7659007e-001
-1.0373866e-001,4.8051479e-001,1.2090151e+000,-3.0832481e-002,-7.9962785e-001,-3.2307646e-001,2.9789236e-001,3.2014412e-001,-7.5999983e-001,1.0140732e+000,-1.4166267e+000,-1.7736334e+000,-3.0210220e-001,1.4819888e+000,-4.2365791e-001,-1.5917180e+000,-1.2146683e+000,-1.7912802e+000,1.0684392e+000,-1.6651627e+000,-5.7452315e-001,-1.0208901e+000,2.7012126e-001,1.2943235e+000,1.8855906e-001,4.9429216e-001
9.3739598e-001,-6.0650411e-001,-3.8819127e-001,2.2843418e-001,1.0861556e-001,-3.9393175e-001,-1.3785732e-001,5.2704149e-001,6.9558170e-001,1.5567381e+000,7.4679956e-002,2.1630279e-002,-1.3123254e-001,-1.1754770e+000,1.4997652e+000,-5.0852943e-001,1.6021663e+000,-8.4318065e-001,5.4205240e-001,4.1311339e-001,-1.0096420e+000,1.5598872e+000,-1.1556646e+000,-1.1838120e-002,-1.2211758e+000,5.0481200e-001
1.2211077e+000,1.0384765e+000,-1.6332075e+000,-1.0543229e+000,7.6184696e-001,1.2555135e+000,1.3421476e+000,4.1506510e-002,-1.6258584e+000,1.3461749e+000,-4.0387967e-001,3.9651299e-001,-9.6288534e-001,4.3063366e-001,-4.2170081e-002,7.5088789e-002,-4.6352736e-001,1.3280255e-001,-1.1348298e+000,-3.6225384e-001,5.0117050e-001,5.8800649e-001,-1.0350695e+000,3.3950162e-001,7.3675805e-001,7.5688713e-001
-4.5982073e-001,5.5768772e-001,9.5733821e-002,1.5299775e+000,-1.1275657e+000,6.6779770e-001,8.3414947e-001,1.6168806e+000,1.3094269e+000,-3.3792594e-001,1.2452099e+000,4.5824410e-001,1.2203555e+000,1.2492305e-001,1.7946774e+000,-8.3267150e-001,4.7711803e-001,1.7332808e+000,3.3913332e-001,-1.3440829e+000,1.7068716e+000,-1.1998610e-001,-1.1265908e+000,-6.9927878e-002,9.1497818e-001,6.2638989e-001
-1.2541947e+000,-7.1428793e-001,-1.2097911e+000,1.7120592e+000,-2.0194698e-001,1.5686886e+000,-1.6982215e+000,-4.8216236e-001,1.6940295e+000,8.7853479e-001,-3.5484797e-001,4.4962847e-001,1.5559699e+000,-2.8700563e-001,-1.1230943e+000,-1.0295701e+000,-1.2670090e-001,-1.3686446e+000,7.3356630e-001,-1.2189123e+000,1.3681475e+000,-3.4481362e-002,1.3279040e+000,1.3213215e-001,-1.3125514e+000,3.2640898e-001
4.5463189e-001,2.1194480e-001,-1.0684946e+000,-1.2067232e+000,1.2515734e+000,9.8979902e-001,-1.7034491e-001,1.4502561e-001,6.4830409e-001,-3.0518582e-001,-1.1400703e+000,-4.2209129e-001,9.7572612e-001,-2.6270223e-001,1.5218660e+000,1.1816684e+000,8.9081998e-001,5.5910155e-001,1.0659356e+000,-7.4586570e-001,-1.1744717e+000,-6.3905800e-001,-3.0545962e-001,4.5033343e-001,-4.5321409e-001,3.2996434e-001
-1.6523676e+000,7.3472044e-001,-1.4557259e-001,-4.8387323e-002,-4.7412067e-001,1.4744300e+000,6.6982856e-001,-8.3149388e-001,-1.5436636e+000,-1.2380170e+000,1.0326089e+000,1.0734967e+000,-1.0737609e+000,5.0988207e-001,-1.4535845e+000,-9.3043009e-001,9.0674017e-001,-1.3779962e-001,-2.9643218e-001,2.6931019e-001,8.6169439e-001,5.3381930e-001,5.6572236e-001,-4.2802136e-001,2.7199980e-002,-1.1063600e+000
1.2127627e+000,-9.8825894e-001,-1.6981852e-001,-3.3544001e-001,1.5179830e+000,-7.0827279e-001,1.3896426e+000,-5.7640618e-001,8.8415280e-001,-2.1119262e-001,6.2721009e-002,-3.2163840e-003,9.4535498e-001,8.1223645e-001,-1.9448778e-001,-3.5194494e-001,-4.9536282e-001,1.0442529e+000,1.2717529e+000,2.6815309e-001,1.6744241e+000,7.2768373e-001,1.2759136e+000,5.2489264e-001,1.3036206e+000,1.9366318e-001
-1.6999942e+000,-3.6649692e-002,1.1174683e+000,2.9941723e-002,-1.6018980e+000,1.5273946e+000,4.2233783e-001,-7.5442014e-001,4.5604451e-001,1.3862910e+000,1.1200776e+000,-1.7140026e+000,-4.7868869e-001,-5.6175219e-001,-1.6673523e+000,1.3806610e+000,-3.2253417e-001,-9.3658315e-001,-1.3023192e+000,1.3305080e+000,9.8681889e-001,-1.1579578e+000,-4.2624264e-002,1.3123326e+000,-1.5892884e+000,-1.4934045e+000
8.5727501e-001,8.6898843e-002,-7.1203622e-001,4.5895233e-001,-1.9199638e-001,1.6591697e+000,-1.1733641e+000,-3.9131818e-001,-1.5802928e+000,3.9207230e-001,-1.3771278e+000,3.6130476e-001,1.2668430e+000,1.4393893e+000,2.3609198e-001,1.1250944e+000,-4.2827754e-001,-1.3081233e+000,1.3212000e+000,-7.8682251e-001,5.5084933e-001,1.2405748e+000,-6.0832533e-001,-9.3728398e-001,-9.7575871e-001,9.8171090e-001
1.7519367e-001,2.8043860e-001,-4.0705927e-001,-1.2180428e+000,1.1941461e+000,-1.5654559e+000,8.4692345e-001,-1.1274408e+000,-1.3215569e+000,-3.7964581e-001,1.6943080e+000,-9.2083660e-001,-8.5725689e-001,-1.6674708e+000,-5.9638658e-001,-6.8527421e-001,9.1582912e-001,1.2640690e+000,9.3308511e-001,-1.2516137e-001,2.9320620e-001,7.4726020e-001,1.5962916e+000,5.9799442e-001,8.6284798e-001,-1.3631372e-001
-9.0528850e-001,1.4781756e+000,1.4210216e+000,4.5180312e-001,1.0897946e+000,-5.7676458e-001,-3.0347622e-001,-9.0342322e-001,1.6325815e-002,1.7113894e+000,1.4831229e-001,1.2003455e+000,1.8599046e-001,-3.2033325e-001,7.1773568e-001,7.1814351e-001,-1.1269885e+000,-4.5184979e-001,-1.1966315e+000,-1.0143661e+000,1.4256396e+000,6.5524050e-001,1.3291224e+000,1.4320231e+000,9.5353412e-001,1.4696018e+000
1.3784006e+000,3.6112865e-001,2.2255783e-001,7.8512180e-001,-1.1593857e-001,-3.4303794e-001,1.3174217e+000,9.6564965e-001,-1.5411670e+000,-6.9892921e-001,3.6969564e-001,1.4163028e+000,6.1043095e-001,7.7391877e-001,-8.4044020e-001,-3.4393667e-001,-1.9212319e-001,-8.5192948e-001,1.2694443e+000,-1.4361853e+000,-1.3451361e+000,9.0989278e-001,5.3975621e-001,-1.7033717e+000,-1.4502682e+000,1.1849344e+000
-3.7848546e-001,3.3561936e-001,6.7858400e-001,4.2819426e-001,1.1675631e+000,1.9440894e-001,9.3192725e-001,-4.3963159e-001,1.6690395e+000,-1.1459519e+000,-1.2260703e+000,-3.5006544e-001,-4.3765885e-002,6.9579210e-001,5.9035846e-001,-1.7208502e+000,-1.1542544e+000,-1.4000607e+000,5.1407557e-001,-5.4008641e-002,-8.4051716e-001,2.2948686e-002,-8.0751221e-001,-1.9117661e-001,-1.1374951e+000,7.6186827e-001
1.2098004e-001,2.4392808e-001,1.5911317e+000,-9.9197147e-001,9.6066603e-001,-8.6155234e-001,-1.5238280e+000,-1.2092150e+000,-1.3529540e+000,-1.2161293e+000,8.5930981e-001,1.5365921e+000,-4.8258278e-001,-1.6380960e+000,-1.5188376e+000,-4.7728385e-001,-1.3745048e+000,-1.7474116e+000,6.2789111e-001,-3.6194298e-001,1.2964831e+000,-2.8778196e-001,5.0303177e-002,1.3666308e+000,9.7764110e-001,1.0628891e+000
1.5157564e+000,-9.5610735e-001,-8.7093018e-001,1.3781247e-002,1.3755178e+000,1.6833379e+000,-6.8371520e-001,-1.2189722e+000,2.2552979e-001,1.3039231e+000,9.8581527e-001,1.5878495e-001,-3.9529387e-001,-1.3879982e-001,-1.5578268e+000,-1.4724017e+000,-1.2885216e+000,-9.6376466e-001,1.4244044e+000,1.3506182e+000,-1.2717514e+000,1.0009206e+000,1.5912963e+000,-7.8001994e-001,-7.8807048e-001,4.6902132e-001
1.6551400e+000,-1.4993361e+000,-8.7971037e-001,3.6106861e-001,8.4070941e-001,4.6034127e-001,7.7600191e-001,-5.0068329e-001,3.4828011e-001,-1.0224626e+000,1.0816533e+000,1.1371492e-001,1.2620859e+000,1.6073238e+000,6.4814484e-001,-3.8917420e-002,7.7388749e-001,1.7297186e+000,4.0586566e-001,-1.3133018e+000,8.6528982e-001,6.3907001e-001,8.9275868e-001,7.8942866e-001,1.7636448e+000,-3.3243680e-001
-6.1439087e-001,7.7353377e-002,-1.7818089e+000,-7.8774856e-001,-1.2162882e+000,-1.7153385e+000,-4.4804558e-001,3.9254409e-002,-1.9580048e-001,-4.6654537e-001,1.2632753e+000,-3.2894799e-001,-2.6137765e-001,1.1727215e+000,-2.0853928e-001,1.0883803e+000,-1.0962268e-001,1.0831889e+000,-5.7436350e-003,-5.6516507e-001,3.4806868e-001,6.4714383e-001,9.4119423e-001,4.4387311e-002,-1.4052251e-001,-2.1813264e-001
-3.7021773e-001,9.0990329e-001,-1.3001789e+000,6.2641265e-001,-1.5167273e+000,7.2261593e-001,9.0918786e-001,-4.1979231e-001,8.2707577e-001,-6.0222108e-001,1.6833764e+000,5.4197627e-001,-7.7421711e-001,-1.4876789e+000,-1.4136589e+000,-1.1082477e+000,2.5530327e-001,-1.5835538e+000,3.0285486e-001,1.4071111e+000,-1.3968746e+000,-5.1275166e-002,6.2709895e-001,-1.2073327e+000,-1.2476029e+000,1.1362271e+000
