@RELATION fri_c0_100_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
1.1921740e+000,1.6544815e+000,-7.1341616e-001,1.8268179e+000,1.3496627e+000,1.7020886e+000
4.5070758e-001,1.5480221e+000,-1.4073249e+000,-1.2026933e+000,8.8859516e-001,1.5039162e+000
-7.1448195e-002,9.9585466e-001,1.8234094e+000,2.6962459e-001,-8.1433522e-001,1.1128370e+000
1.4609304e+000,2.3375062e-001,-1.1315249e+000,1.0957580e+000,-6.1141779e-001,1.6828989e+000
4.1722526e-001,1.7890021e+000,1.2501387e+000,1.5158232e-002,-1.0939175e+000,4.0202694e-001
-5.7212739e-002,1.7821373e+000,-5.9807206e-001,-3.0804481e-001,-1.5560030e+000,4.1838269e-001
-9.1106499e-001,7.5649461e-002,-1.1385367e+000,1.2329010e+000,5.4231446e-001,7.5419976e-001
-1.6478089e+000,1.5191057e+000,-9.8717785e-001,-1.4768049e+000,1.6243719e-001,-1.3719446e+000
-1.6654180e+000,-1.1652337e+000,-1.3756384e+000,-1.0922513e+000,-1.7214731e+000,-1.4773032e+000
-8.4865914e-001,-1.6646306e+000,6.0223573e-001,-5.9893646e-001,1.1279471e+000,-1.3822013e+000
-1.6841201e+000,-1.4654288e-001,5.5627847e-001,4.3144210e-001,1.3153519e+000,-8.3315456e-001
6.0251990e-001,-1.5094330e+000,-1.4671379e+000,-1.2242311e+000,-1.4339267e+000,-1.1205715e+000
-1.0811170e+000,-7.5766102e-001,1.9294581e+000,1.1131603e+000,-1.6612496e+000,1.8464841e-001
-1.5966092e+000,4.3538343e-001,1.8711346e+000,1.0633959e+000,5.2978454e-002,5.9288668e-001
2.3313511e-001,1.6909238e+000,1.6890925e+000,1.5342319e+000,1.0857681e+000,2.6740854e+000
1.2421985e+000,1.3803086e+000,1.1613683e+000,-3.3630544e-001,-6.4574228e-001,-8.3162948e-002
1.7487844e+000,-1.5582998e+000,-2.7135707e-001,-1.2280193e+000,3.4283151e-001,-1.3705654e+000
5.7673528e-001,-1.9561210e-001,-8.7031200e-001,1.9221114e-002,9.3149641e-001,5.7862892e-001
1.4190494e+000,1.3992859e+000,-6.3956373e-001,9.7217255e-001,-1.4949821e+000,4.1831218e-001
-5.1962378e-001,-8.5723458e-001,1.0596166e+000,-8.0416189e-001,9.5909118e-001,-1.0434256e+000
-4.7954149e-001,-3.1555403e-001,-1.4744223e+000,5.2469276e-001,7.6157789e-001,8.0582854e-001
1.5469266e+000,8.4520868e-001,1.7883858e+000,-8.3554462e-001,2.7639535e-001,9.3410080e-001
9.2825955e-001,4.2185679e-001,1.9068455e+000,-5.5575212e-001,-6.7265667e-001,8.0375884e-001
2.3975476e-001,-9.6852177e-001,8.9883660e-001,1.7102787e+000,-9.6028013e-001,1.0321430e-001
1.0921181e-002,6.1274278e-001,4.5428905e-001,-7.4627323e-001,-9.0777430e-001,-2.6139213e-001
-3.3234117e-001,4.5337512e-001,9.1387776e-001,1.7234146e-001,6.5202418e-001,8.0992010e-001
-1.2560988e+000,-1.0675997e+000,-1.1090827e+000,8.5032177e-001,-8.4882103e-001,-6.7415756e-001
-7.2453357e-001,1.7843632e+000,1.5766749e+000,1.0526559e+000,4.1500066e-002,1.2363529e+000
-7.4497011e-001,-6.5579268e-001,1.1196927e-002,-1.9455208e+000,-7.5148399e-001,-1.9145474e+000
-9.3602887e-001,5.2836495e-001,-1.4416792e-001,1.1664821e-001,-9.6287662e-001,-6.1483870e-001
-1.5036131e+000,5.8704191e-001,-1.8209174e-001,4.8186875e-001,5.7104846e-001,-9.1328413e-001
1.0292754e+000,-3.5699237e-002,-7.7620825e-001,9.0598782e-001,1.4793480e+000,1.5224064e+000
-1.6422316e+000,-4.8129947e-001,1.5427701e+000,-2.8309204e-001,8.7721814e-003,-8.6055490e-001
-2.0101367e-001,-1.6035831e+000,-5.2130183e-001,1.2370385e+000,-1.7305872e+000,-1.0508599e+000
1.3535257e-001,-1.2749026e-001,2.1764804e-001,-5.3111184e-001,-2.6848579e-001,1.9370957e-001
6.1725701e-001,6.9342422e-001,4.6816096e-001,-9.0210714e-001,-1.5651669e+000,1.4330805e-001
-8.5409377e-001,7.8421811e-001,-5.6510976e-001,-1.3669609e-002,-7.2601663e-001,-5.4913708e-001
-4.9004262e-001,2.0165750e-001,-7.8531332e-001,6.2834302e-001,1.0907119e+000,6.5456369e-001
-1.0351799e+000,-1.2688219e+000,-8.4876885e-001,1.2259620e+000,-1.1986662e+000,-6.9942956e-001
-1.1752280e+000,-5.6517286e-001,2.5003431e-001,2.4650291e-002,8.9272993e-001,-6.9250646e-001
-9.4669288e-001,1.5206618e+000,-4.8627178e-001,-1.9286812e+000,-8.7396354e-001,-1.2236528e+000
1.6285900e+000,1.2646506e+000,1.5272044e+000,-1.7376652e+000,-2.2504645e-001,-6.2066016e-001
-1.1522351e+000,-1.4705079e+000,8.8411821e-001,-4.4256175e-001,-6.4735044e-001,-1.4878113e+000
9.7957572e-001,-7.0558670e-001,9.9558188e-001,-6.7245190e-001,4.0415165e-001,-3.9026588e-001
-2.3717922e-001,-8.8403203e-001,-9.8827252e-002,2.1445310e-001,-1.4762150e+000,-7.6447850e-001
8.4775999e-001,-1.2163843e+000,-1.4924835e+000,7.3137739e-001,4.9353308e-001,7.0092061e-001
-3.9503619e-001,-9.2021605e-001,1.6729430e-001,1.0223239e+000,-6.5679557e-001,-3.6242836e-001
-8.5878082e-001,1.1221553e+000,1.4417934e+000,1.2150539e+000,-4.2105709e-001,3.8005664e-001
8.9650786e-001,-1.3609822e+000,4.3819660e-001,1.7766371e+000,9.2908506e-001,1.8520278e-001
1.6452922e+000,9.0880338e-001,5.8469896e-001,-8.3811430e-001,-6.6495729e-001,-3.1397180e-001
2.1754288e-001,-1.5589258e+000,-9.0129376e-001,1.3184878e+000,-1.6720156e+000,-7.0391344e-001
7.5587783e-001,-8.2047212e-003,9.1266349e-001,7.2502704e-001,-1.0346121e+000,4.4109051e-001
8.2160618e-001,7.0436400e-001,7.1823833e-001,-1.8715256e-002,1.3592544e+000,1.1359038e+000
3.2617609e-001,6.7198190e-001,-4.7840747e-001,-1.2543425e+000,7.1825788e-001,3.3698243e-001
9.4974084e-001,-4.4472290e-001,7.1798631e-001,6.3103608e-001,8.9985432e-001,3.7022256e-001
1.5702193e+000,-1.6782587e+000,-6.4921539e-001,-4.4633341e-001,6.4817183e-001,-1.1783568e+000
-1.4819011e+000,-7.5284639e-002,-8.0238129e-001,7.7416961e-001,1.0181180e+000,1.3991579e-001
4.2056706e-001,-6.5865907e-001,1.4859805e+000,-1.0807924e+000,-1.2893986e+000,-6.3530027e-001
4.8687976e-001,4.5252001e-001,-8.4904360e-001,-5.7423733e-001,5.5068797e-001,7.8857638e-001
-1.4265370e+000,-8.6316872e-001,-4.0804159e-001,-1.5178218e+000,1.4055527e+000,-1.7944252e+000
-1.0972423e+000,-1.4937522e+000,-3.0654779e-001,6.6572356e-001,3.2896834e-001,-9.2087038e-001
2.4912097e-001,-6.1884567e-001,-4.2422531e-001,-1.5742688e+000,3.3376859e-001,-8.4671687e-001
-1.2819592e+000,-1.6026909e+000,-4.4874731e-002,-5.0417795e-001,1.2569311e+000,-1.4731172e+000
