@RELATION fri_c3_100_5 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
@DATA  
-1.3839754e-001,2.5690504e-001,-7.0169542e-001,-7.0073637e-001,-7.3588026e-001,-9.8397156e-001
1.1592382e-001,6.2629110e-001,-8.0128550e-001,-1.2207268e+000,-4.6677818e-001,-1.7543233e+000
-1.7843803e+000,-1.7289821e+000,-5.1475960e-001,-6.1698403e-001,-6.5125316e-001,-5.4449775e-001
-4.2813291e-001,-8.4141065e-002,7.9349292e-001,4.8948950e-001,1.0215157e-001,3.8498776e-001
-4.9793026e-001,-1.0860940e+000,-6.5190968e-001,-1.8376862e-001,-7.4526321e-001,4.7915813e-001
1.2253238e+000,8.9142702e-001,1.3220722e+000,3.5465535e-001,1.4985397e+000,5.3708808e-002
-1.3098595e+000,-2.0012065e+000,-1.1326865e+000,-1.0717736e+000,-6.7064244e-001,-4.7800701e-001
-1.5468352e+000,-9.1955969e-001,-1.5334878e+000,-1.6729472e+000,-1.2276556e+000,1.8525704e-001
-1.4166824e+000,-1.7068364e+000,-5.5314804e-001,1.1264523e+000,-7.5540163e-001,2.8101207e-001
-9.8752605e-001,-6.4934488e-001,-7.1020850e-001,-3.6920556e-001,-7.6264256e-001,3.5750011e-001
7.2177764e-001,1.1750403e+000,1.0107984e+000,-4.8893828e-002,1.1265463e+000,-3.9248377e-001
1.6104359e+000,1.0726194e+000,-5.1192082e-001,-8.2331181e-001,-3.1552987e-001,4.4956036e-001
-5.4023190e-001,-1.3813515e+000,-1.5095980e+000,2.4741654e-002,-9.9329016e-001,7.4257456e-001
8.3838033e-002,-4.6073813e-001,1.1107914e-001,3.8717772e-001,5.0792716e-002,4.2072730e-001
8.6480687e-001,1.1469295e+000,1.9903139e+000,1.5418270e+000,2.1653530e+000,9.4924386e-001
-6.4851267e-001,-8.6609585e-001,-4.8470028e-001,6.7710554e-001,-8.3876417e-001,7.0573000e-001
5.1273960e-001,-8.8595284e-003,1.0823799e+000,1.5415913e+000,7.2028606e-001,-1.5405563e-001
1.2515660e+000,7.1911243e-001,8.0124417e-001,4.5253718e-001,1.2069256e+000,-2.0816151e-001
-7.0021633e-001,-5.7660014e-002,-6.7893310e-001,-2.7219796e-001,-6.4639257e-001,3.1488832e-001
2.0427729e-001,6.8893484e-001,-3.1008708e-001,-1.5772929e+000,-3.4677261e-001,-2.1704953e+000
7.7234974e-001,-1.3420589e-001,6.6246078e-002,4.1746196e-001,2.4103688e-001,-7.2266038e-001
-4.1829416e-002,-6.0998662e-002,-1.0600934e-001,4.6688986e-001,-2.4824608e-001,-2.5194545e-001
1.1578420e-001,-1.2898032e-001,6.5307952e-001,1.3362891e+000,5.6997870e-001,2.2723343e-001
-7.9929275e-001,-1.5128600e+000,-1.1393525e+000,7.4008017e-001,-8.2217988e-001,5.4964045e-001
-1.2632605e-002,7.2951860e-001,-2.1233549e-001,-2.0662595e-001,-4.0198251e-001,-1.7212979e+000
4.1195074e-001,4.1540410e-001,-1.2144166e+000,-1.6644497e+000,-9.3000557e-001,-1.6755072e+000
-3.1504657e-001,-9.4793551e-001,-1.3275677e+000,-7.6589165e-001,-7.9504870e-001,5.6361373e-001
1.4673408e+000,1.1261166e+000,6.2633522e-001,-1.4500953e-001,1.2289030e+000,4.3656213e-001
7.1318453e-001,1.0064025e+000,1.4047940e+000,7.3428578e-001,1.1817526e+000,-5.9817196e-001
8.5772466e-002,1.0835270e+000,-4.1429077e-001,-1.0326058e+000,-6.3264249e-001,-2.2601951e+000
3.2333343e-002,-2.8128241e-001,9.0230385e-001,1.1237539e+000,3.5860411e-001,4.6289088e-001
-1.1228539e+000,-9.0560120e-001,-3.8172643e-001,1.1627074e+000,-6.1682178e-001,6.9730341e-001
1.8681997e+000,1.2430952e+000,2.5130521e+000,1.3865614e+000,3.1698961e+000,2.5367537e+000
9.7917556e-001,6.4781298e-001,-2.2886654e-001,-2.5651098e-001,-6.3222291e-002,-1.3122524e+000
1.3341438e+000,1.3812624e+000,1.4736403e+000,3.8913275e-001,1.3569521e+000,1.3530093e+000
-1.1305664e+000,-1.7500239e+000,-6.3886339e-001,1.0956153e+000,-7.2369263e-001,2.8840277e-001
-1.9324062e-001,-9.7328762e-001,1.3124420e-001,8.7589031e-001,-1.9599610e-001,1.0368022e+000
4.7966380e-001,1.0744846e+000,1.9193617e+000,3.2940850e-001,1.3605393e+000,-5.8911368e-001
1.0230953e+000,1.1920886e+000,-9.0984422e-001,-1.7441982e+000,-5.9328787e-001,-3.8665516e-001
-5.4429057e-001,3.6500654e-001,7.5495774e-001,7.9840899e-001,3.7627952e-001,-1.3181174e-001
-1.5930462e+000,-1.5071260e+000,-1.2258556e+000,1.3316887e+000,-7.6297643e-001,8.3910878e-001
5.4572706e-001,2.9694491e-001,-8.6156715e-002,-1.1305107e+000,-2.0381651e-002,-1.7392178e+000
4.1618952e-001,-5.6091349e-001,-1.2895929e-001,7.8895138e-001,-2.1426298e-001,3.8990458e-001
1.8660945e+000,1.4229247e+000,1.9488282e+000,9.7273399e-001,2.6405323e+000,1.8042476e+000
-2.6713387e+000,-1.7194700e+000,-8.1110271e-001,-8.0389366e-001,-1.0835487e+000,-7.2598033e-001
-4.2589671e-001,-8.1978667e-001,-2.4825532e-001,-1.0830318e+000,-6.3040541e-001,2.3610819e-001
1.0027497e+000,1.2273990e+000,1.7732942e+000,9.5040830e-001,1.8302491e+000,9.2412894e-001
1.1890255e+000,1.1245426e+000,-6.0503332e-001,-1.2585957e+000,-5.4344660e-001,-5.6217609e-001
-1.1128516e+000,-3.4290031e-001,-1.2132180e+000,-1.3288856e+000,-8.5015470e-001,4.9837164e-001
7.0929076e-001,1.2048132e+000,2.2032834e+000,1.6528242e+000,2.0480592e+000,5.9573361e-001
1.2133311e+000,1.4337983e+000,-1.2300191e+000,-1.4447052e+000,-9.3268397e-001,2.6501566e-001
1.1594256e+000,1.1318157e+000,-1.1858625e-001,-2.7841493e-001,1.2075147e-001,-3.1256621e-002
5.4556097e-001,7.3358895e-001,1.6952423e+000,1.5782455e+000,1.4349124e+000,-6.2405633e-001
1.1499880e-001,-3.1927461e-001,-3.0357235e-002,1.5772976e+000,-8.3140744e-003,6.9169795e-001
7.7783089e-001,1.2171693e+000,-5.0620778e-001,-8.8414602e-001,-7.3161740e-001,-8.8905044e-001
5.0822232e-002,-7.2446984e-001,-6.3065125e-001,-8.7730034e-001,-5.7695569e-001,1.2252909e-001
3.4508702e-001,5.6418415e-002,-4.5899266e-001,-9.5031903e-001,-7.3727030e-001,-1.3752509e+000
7.3223470e-001,8.6791927e-001,4.4070039e-001,-5.2121103e-001,4.2092658e-001,-1.2797279e+000
-1.3672483e-001,-3.6379171e-001,-1.0185633e+000,-1.7924713e+000,-8.3594838e-001,-1.0635844e-001
-9.5946664e-001,-2.7881470e-001,-1.1567000e+000,-8.4348878e-001,-1.1170622e+000,5.0208512e-001
-7.3124385e-001,-5.8017414e-001,1.5022418e-001,8.8235947e-001,-1.7457946e-001,7.4175777e-001
9.5651003e-001,1.0199118e+000,-3.0203807e-001,-1.3866076e+000,-3.3610876e-001,-1.0742156e+000
9.8577837e-001,4.2843014e-001,-5.7990123e-001,-1.0852591e+000,-5.2822456e-001,-2.0421653e+000
-1.1030378e+000,-2.9264093e-001,-9.8382808e-001,-6.4727021e-001,-7.8829944e-001,1.0430060e+000
5.4808367e-001,5.2868579e-001,3.2447550e-001,-2.2155336e-001,1.4055820e-001,-1.7932811e+000
7.1305424e-001,3.3196223e-001,1.2365965e+000,1.0612176e+000,1.3862309e+000,-7.1844595e-001
-1.7087314e+000,-1.3696127e+000,-1.1261264e-001,1.0142276e+000,-4.2443049e-001,1.3923202e-001
-7.4808230e-001,-3.3711052e-001,-7.1579551e-001,-7.9522015e-001,-5.8041187e-001,5.1470487e-001
9.4325055e-001,1.3167241e+000,1.1313922e+000,-1.5941998e-002,1.2788548e+000,2.3322885e-001
-8.6569125e-001,-1.5579904e+000,-6.0461616e-001,5.0562955e-001,-1.0077432e+000,-3.7206595e-002
3.0122273e-001,-3.6976680e-001,-7.7297345e-001,-1.5672146e+000,-4.9336729e-001,-4.9239405e-001
-2.5006095e-001,6.6135962e-001,-6.6820835e-001,-1.5802281e+000,-7.9052899e-001,-1.8006430e+000
