@RELATION fri_c4_100_100 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
 @ATTRIBUTE oz52 REAL 
 @ATTRIBUTE oz53 REAL 
 @ATTRIBUTE oz54 REAL 
 @ATTRIBUTE oz55 REAL 
 @ATTRIBUTE oz56 REAL 
 @ATTRIBUTE oz57 REAL 
 @ATTRIBUTE oz58 REAL 
 @ATTRIBUTE oz59 REAL 
 @ATTRIBUTE oz60 REAL 
 @ATTRIBUTE oz61 REAL 
 @ATTRIBUTE oz62 REAL 
 @ATTRIBUTE oz63 REAL 
 @ATTRIBUTE oz64 REAL 
 @ATTRIBUTE oz65 REAL 
 @ATTRIBUTE oz66 REAL 
 @ATTRIBUTE oz67 REAL 
 @ATTRIBUTE oz68 REAL 
 @ATTRIBUTE oz69 REAL 
 @ATTRIBUTE oz70 REAL 
 @ATTRIBUTE oz71 REAL 
 @ATTRIBUTE oz72 REAL 
 @ATTRIBUTE oz73 REAL 
 @ATTRIBUTE oz74 REAL 
 @ATTRIBUTE oz75 REAL 
 @ATTRIBUTE oz76 REAL 
 @ATTRIBUTE oz77 REAL 
 @ATTRIBUTE oz78 REAL 
 @ATTRIBUTE oz79 REAL 
 @ATTRIBUTE oz80 REAL 
 @ATTRIBUTE oz81 REAL 
 @ATTRIBUTE oz82 REAL 
 @ATTRIBUTE oz83 REAL 
 @ATTRIBUTE oz84 REAL 
 @ATTRIBUTE oz85 REAL 
 @ATTRIBUTE oz86 REAL 
 @ATTRIBUTE oz87 REAL 
 @ATTRIBUTE oz88 REAL 
 @ATTRIBUTE oz89 REAL 
 @ATTRIBUTE oz90 REAL 
 @ATTRIBUTE oz91 REAL 
 @ATTRIBUTE oz92 REAL 
 @ATTRIBUTE oz93 REAL 
 @ATTRIBUTE oz94 REAL 
 @ATTRIBUTE oz95 REAL 
 @ATTRIBUTE oz96 REAL 
 @ATTRIBUTE oz97 REAL 
 @ATTRIBUTE oz98 REAL 
 @ATTRIBUTE oz99 REAL 
 @ATTRIBUTE oz100 REAL 
 @ATTRIBUTE oz101 REAL 
@DATA  
8.4568342e-001,1.8075162e-001,7.5022998e-001,8.3307537e-001,9.3906438e-001,1.9196474e-001,6.4135546e-001,3.5569048e-001,1.7830316e-001,-6.0519098e-001,-1.1480310e+000,-3.1119785e-002,1.4348401e+000,6.0855635e-001,-1.4633661e+000,-7.2094533e-001,1.2897021e+000,-1.1545376e+000,3.7822519e-001,-1.3378097e+000,-1.0256502e+000,-7.2329206e-002,-1.4567332e+000,-1.6811080e+000,1.2950419e+000,1.1713098e+000,-1.7010805e+000,1.1322006e+000,-5.6962551e-001,9.1707108e-001,-9.3169920e-001,-1.4820356e+000,-1.0788324e+000,-3.4056516e-001,-2.3351553e-001,1.3433312e+000,1.5087852e+000,-7.2307727e-001,-5.9804838e-001,-1.5660182e+000,-1.2401100e+000,-7.7190316e-001,-5.9946360e-001,9.4180455e-001,-8.5158757e-001,1.5076754e+000,1.1263294e+000,5.3179690e-002,-1.3739029e+000,-1.3325762e+000,-3.6834519e-001,-1.0974206e+000,-1.3614085e+000,-4.0375588e-001,1.3251940e+000,-1.1113131e+000,5.3020400e-001,1.4699464e+000,-1.0789462e+000,1.4425607e+000,2.3948012e-001,-1.2869386e+000,-6.2757247e-001,-8.8617737e-001,1.4536049e+000,-7.5362961e-001,-4.6804162e-001,1.3051484e+000,-7.8956086e-002,-2.1241394e-001,-1.2750033e+000,-8.3722020e-001,3.9111048e-001,-1.6347704e+000,-8.9733981e-001,2.0823665e-001,-5.6414083e-001,1.1076783e+000,-3.1408848e-001,9.5054815e-001,9.7392837e-002,1.4930706e+000,6.7434000e-001,1.4635366e+000,1.7247511e+000,6.6206919e-001,6.6539136e-001,-1.0370515e+000,-5.6587539e-001,1.4047597e+000,-1.0087861e-002,1.7038186e+000,3.2546430e-001,-2.1539410e-001,1.6386277e+000,3.1878020e-001,-5.3261711e-001,-1.0296991e+000,-6.0707673e-001,4.6958686e-001,2.7208744e-001
-6.1508204e-001,-6.8792108e-001,-9.7097279e-001,-1.0542156e+000,-8.3395561e-001,-7.5104786e-001,1.6746179e-002,2.7569763e-002,1.2165352e+000,-1.0375732e+000,-1.9334163e-002,1.7238087e+000,5.1218692e-001,-1.3821550e+000,1.2142305e+000,-8.3871641e-001,1.4488625e+000,-6.0042440e-001,-3.6179614e-001,3.0853387e-001,-5.2790646e-001,-7.1438563e-001,6.4225636e-001,1.6381113e+000,9.5764636e-001,9.9073847e-001,7.2677344e-001,5.7061709e-001,6.0138153e-001,-4.6303253e-001,1.1554813e+000,1.1627216e+000,1.2187836e+000,1.0682788e+000,6.3736271e-001,1.5247725e-001,-1.4795228e+000,-1.1317971e+000,1.4994915e+000,-1.1237667e+000,-5.9727869e-001,1.6404687e+000,-1.8151284e-002,-6.8741014e-001,1.1386332e+000,-4.4810147e-001,-1.0213219e+000,-4.4689372e-001,-1.2204465e+000,4.2537804e-001,-1.5812916e+000,5.2163366e-001,1.5189356e+000,8.8807362e-001,8.8160203e-001,7.1699954e-001,-1.1084126e-001,-1.1893524e+000,3.8809215e-001,-2.0763422e+000,1.5225100e+000,-1.1316728e+000,4.9522486e-001,-4.9575048e-001,-1.3375499e+000,-9.4330781e-001,-1.1216614e+000,-2.7790457e-001,8.2074702e-001,3.5163351e-001,2.1031732e-001,-1.9863160e-001,-1.3671354e+000,-4.3886040e-001,4.7109452e-001,-6.7907739e-001,-2.9296560e-001,8.5113983e-001,5.6984761e-001,-1.8089142e+000,-8.8515174e-001,-5.3624328e-001,9.5432255e-001,7.0019004e-001,-5.2600866e-001,4.7891544e-001,1.1949799e+000,8.6177213e-001,-6.4625151e-002,-2.8053908e-001,-3.4130569e-001,8.0454321e-002,1.1116499e+000,7.4968475e-002,-2.8670712e-002,1.5967642e+000,5.0059004e-001,-6.6023310e-001,1.7948391e+000,-1.5375821e-002,-1.5271774e-002
-5.2897867e-001,1.4669476e-002,1.0169870e-001,1.1932979e+000,-9.5002720e-002,1.4332570e+000,3.4914010e-001,1.4691092e+000,6.8009112e-001,8.8560106e-001,-1.8476974e+000,1.0520855e+000,6.9188297e-002,-1.4094393e+000,7.3859073e-002,4.4183867e-001,1.8508636e+000,-1.0203887e+000,-1.1073017e+000,1.3595155e+000,-8.0167935e-001,1.2636057e+000,1.0808586e+000,-2.7627842e-001,1.2506742e-001,8.1883747e-001,1.3722701e+000,-9.0813541e-001,-8.5252217e-001,6.6323098e-001,6.0762852e-001,7.1901565e-001,8.4822403e-001,3.9095171e-001,-1.1573115e-001,1.4995672e+000,-1.6832292e+000,-9.2669767e-001,-1.6668223e+000,1.5842475e+000,-1.7086103e+000,3.0806231e-001,-8.5676897e-001,-5.6987527e-001,-1.7117555e+000,-2.3023748e-001,-6.6670475e-001,3.4277649e-001,1.4111217e+000,1.6187851e+000,1.8496121e-002,8.6342280e-001,-1.0554607e+000,1.4900881e+000,4.0488049e-001,6.3207482e-001,1.0536514e+000,-7.4205534e-001,-5.5718617e-002,5.7177120e-001,4.7537841e-001,-4.7640177e-003,9.1586388e-001,-4.6416786e-001,6.2214686e-001,-1.5307314e+000,-1.4755016e+000,-1.4187173e+000,5.3152194e-001,-5.8646200e-001,1.4010880e+000,-5.1437542e-001,9.4479211e-001,3.3713164e-001,5.1927818e-001,-4.0313080e-001,-6.9135041e-001,7.0886392e-001,-4.3747361e-001,-3.6398889e-002,1.9032212e+000,-4.8565090e-001,-1.4083648e+000,-1.0582010e+000,-6.2667385e-001,-7.2545649e-001,-3.8598472e-001,1.3224574e+000,-1.3787256e+000,-1.1083982e-001,-5.5430292e-001,2.5494535e-001,-4.1355861e-001,-4.0188068e-001,-1.7471550e+000,-8.7130173e-001,4.7703665e-001,-1.2609473e+000,-1.4287767e+000,-7.8323678e-001,1.2303680e+000
-1.0885436e-002,2.1005201e-001,4.2832858e-001,1.0357612e+000,-7.9505861e-002,7.5062507e-001,1.4321631e+000,7.0209402e-001,-1.7867734e+000,-4.5410706e-001,-1.6996845e+000,-3.9675531e-001,-1.2522331e+000,-1.0641735e+000,8.6604689e-001,9.2349832e-001,-5.4748204e-001,1.1719454e+000,1.0981219e+000,1.0872504e+000,-1.3583643e+000,6.2632655e-001,-1.1547162e+000,8.2831697e-001,-1.4541038e+000,-2.0129285e-001,1.2509997e+000,-1.0468362e+000,1.4564175e-002,-1.6356346e+000,6.4893859e-001,1.3341653e+000,-1.2068108e+000,-1.7904156e-001,-3.0260064e-001,1.3149557e+000,5.5692580e-001,3.6845674e-001,1.0664771e-001,-9.9607946e-001,4.3583291e-002,2.1046375e-001,1.5733832e+000,-6.6968986e-001,7.4749257e-001,6.9776944e-001,1.3772148e+000,6.9780447e-001,-1.0960166e+000,2.1489467e-001,-1.5237283e+000,-1.1192603e+000,1.0858758e+000,1.4584124e+000,-6.9104993e-001,-1.0816610e+000,1.2811580e+000,-5.9053456e-001,1.3683326e+000,-2.5504934e-001,1.2934910e+000,1.1381064e+000,-6.2554689e-001,-1.2059219e+000,3.0218230e-001,1.4423863e+000,-1.1483490e+000,1.3084292e+000,1.1955030e+000,4.7119077e-001,2.9329742e-001,2.6686758e-001,-2.1506685e-001,9.5451585e-001,-6.0890911e-001,-3.5806849e-001,-7.4341793e-001,-3.4165955e-001,-3.0121042e-002,1.2884217e+000,1.4708462e+000,-1.3422509e+000,6.9044438e-001,9.5370862e-001,-7.9056206e-001,-1.6957872e+000,-5.8827757e-001,1.4623468e+000,-1.5773209e+000,-9.7821232e-001,-3.1807140e-001,-1.0805137e-001,-1.0753732e+000,1.4587700e+000,7.0088288e-002,5.0270557e-002,1.1295999e+000,-8.6374987e-001,1.8160401e+000,-1.4440777e+000,7.9344111e-001
2.8367807e-001,7.9810818e-001,3.3386042e-001,-8.8229905e-001,-5.4193963e-002,-4.0215136e-001,4.5507005e-002,3.1575967e-001,-1.5972357e+000,3.2971703e-002,-1.4850858e+000,-8.7471682e-001,-5.7443684e-001,5.6746682e-001,8.5244164e-001,-1.7240070e+000,6.5432358e-001,-1.0646116e+000,-1.2187151e+000,-3.7988431e-001,1.5322717e+000,-1.5951286e+000,-2.6290383e-001,-5.2934051e-001,-1.2522352e+000,2.2510595e-001,-7.2164514e-001,-1.0332730e+000,1.1969771e+000,-9.6032911e-001,-3.3066903e-001,-1.1190769e+000,-1.7967382e+000,8.7824192e-001,7.8567704e-001,-1.5453222e+000,8.5472409e-001,-5.2778143e-001,-3.2758865e-001,9.7912264e-001,-5.8966342e-001,-6.0464719e-001,1.6307012e+000,1.0020726e+000,-9.1652622e-001,1.3783310e+000,1.3841137e+000,3.5679331e-001,-1.9601506e-001,-1.4087099e+000,-1.1407636e+000,-3.8151466e-001,-1.4772629e+000,1.5748974e+000,-9.4017627e-001,-5.8325578e-001,-1.1062435e+000,4.9283914e-001,1.4195903e+000,-9.5648232e-001,1.6649985e+000,2.2553656e-001,8.3235407e-001,3.0631122e-001,1.9227425e+000,2.9113356e-001,9.6685194e-001,7.0630448e-001,-1.5904850e+000,4.9608700e-001,-1.0485856e-001,-1.5098743e+000,-1.4869613e+000,3.0679447e-001,9.8175128e-001,2.8445642e-001,6.4234059e-001,1.6156492e+000,-1.1527710e+000,-1.0312455e-001,-6.4191809e-001,-1.0928515e+000,4.7489153e-001,1.3786833e+000,-1.4246384e+000,-4.4788480e-001,-8.7978860e-001,-7.8672776e-001,5.5990170e-001,1.4926368e+000,-2.0950493e-001,-1.8181068e+000,-1.0016479e-001,1.2139454e+000,2.8283917e-001,1.9010779e-001,-8.8946206e-001,-8.3876711e-001,1.0784586e+000,1.0305896e-001,-1.0748667e+000
2.1427897e+000,1.4364011e+000,8.1229688e-001,-5.3802149e-001,1.6662970e+000,8.2771576e-002,-1.1016038e-001,1.3125809e+000,6.7342689e-001,-1.4758448e+000,4.1403348e-001,1.3593470e+000,-2.2727365e-002,-7.2103552e-001,3.0383520e-002,-1.3077926e+000,-1.5352628e-001,-9.7900987e-001,1.5109254e+000,-4.6880589e-002,1.1346674e+000,-7.3939674e-001,4.3520074e-001,7.6058870e-001,5.5055755e-001,1.3091821e+000,-1.3978394e+000,-1.2802667e+000,7.5920130e-001,1.5011049e+000,-7.6973921e-001,-1.4898833e-001,-1.4132826e+000,-6.8299334e-001,-6.7665988e-001,1.1879855e+000,-1.7763729e+000,-4.5656827e-001,-7.6017227e-001,8.4317588e-001,1.0113126e+000,-8.4844516e-001,-5.2208510e-001,-1.6343180e+000,1.6045676e+000,2.2810282e-001,-2.4158153e-001,4.9871475e-001,5.0963918e-001,-5.4955712e-001,1.3666286e+000,-5.3547893e-001,3.5544058e-001,-1.6265039e+000,7.4380415e-001,-9.7929697e-001,-1.1893453e+000,4.1142284e-001,-5.5472791e-001,-2.3970136e-001,1.0658134e+000,-3.6388400e-001,1.3162644e+000,8.9453859e-001,-1.1551659e+000,5.1897063e-001,1.2300934e+000,-6.3653015e-001,-1.4193656e+000,-1.4509512e-001,-1.9309091e-001,9.7218425e-001,4.5128141e-002,-2.8095589e-001,1.2780728e+000,-3.6765458e-001,-1.2593447e+000,-1.1205361e+000,-1.3068780e+000,-3.6379645e-003,1.5914617e+000,8.5151452e-001,9.9747209e-001,-6.3296147e-001,-1.0091136e+000,1.3336943e+000,3.4624634e-001,-8.7409052e-001,-8.4229547e-001,-8.4055848e-001,1.1657884e+000,-1.7575161e+000,-8.8097917e-001,-1.2360662e+000,4.2186884e-001,-5.0216016e-001,-1.1017825e-001,9.0524132e-001,-6.9281088e-001,-1.5931239e+000,1.2616811e+000
-8.5357144e-001,-1.3953274e+000,-9.8739788e-001,-1.2400878e+000,-8.6643997e-001,-1.1723336e+000,-9.4525140e-001,2.5417533e-001,4.8647295e-001,-1.3326951e+000,-1.3105283e+000,5.2131946e-001,-5.7987852e-002,1.3747734e+000,-6.9261085e-001,-1.2822250e+000,-4.5169942e-002,-3.4143964e-001,-9.2966191e-001,-6.5488224e-001,1.3563598e+000,3.7272518e-002,6.5638469e-001,1.1619413e+000,-8.8591988e-002,-1.2045149e+000,1.1859397e+000,-9.9878610e-001,5.5599748e-001,1.1962884e-001,-4.7269063e-001,-4.3781333e-001,-1.0359902e+000,1.7580507e+000,1.1887866e+000,1.1162649e+000,1.3256180e-001,-1.7201970e+000,-1.6947065e+000,-9.7312036e-001,7.4129066e-001,7.8093326e-001,-2.2435305e-001,-3.4680310e-001,3.3419233e-002,1.4068350e+000,-1.7076025e+000,-1.3834916e+000,-5.8936653e-001,1.4582342e+000,1.6730795e-003,1.2163666e+000,-1.7662205e+000,-1.7186306e-001,3.0123049e-001,-5.6761308e-001,-1.1852743e+000,-1.3262928e+000,-1.3239828e+000,-2.0090566e-001,8.6975579e-001,2.6380751e-001,-9.1818660e-002,-1.6613863e+000,-6.4346871e-003,-1.2759270e+000,-2.3439409e-001,4.8598083e-002,-1.0475336e+000,-1.6869597e-002,1.7929075e+000,-1.2846143e+000,1.1144966e+000,1.4718203e+000,-1.2069903e+000,1.3744196e+000,-8.9669671e-001,-1.4381496e+000,-2.0495308e-001,1.2386280e+000,-1.8265724e-001,-1.4124187e+000,-5.5992709e-001,1.1856685e+000,1.0323182e+000,-7.9415524e-001,-2.7914659e-001,-1.2535690e+000,-1.2455393e+000,1.3228547e-002,1.2239810e+000,1.4038712e+000,-1.2338913e+000,-7.1728302e-001,-1.5057149e+000,1.1290527e+000,-1.4428965e+000,3.3285435e-001,-6.9668222e-001,-1.1990904e+000,-8.4401544e-001
1.3134228e+000,1.0789375e+000,-5.8284270e-001,-1.1114365e+000,-2.2457814e-001,-2.7538709e-001,-1.3528507e+000,4.8822104e-001,1.1873511e+000,6.9118460e-001,1.0118138e+000,-1.3634150e+000,1.1676102e+000,-3.7586358e-002,8.3727140e-001,4.0942273e-001,1.5610458e+000,-1.6480247e+000,1.0660148e+000,-2.3506846e-001,6.1259976e-001,3.3754084e-001,9.6171678e-001,6.6132413e-002,-1.5807588e+000,1.3435979e-001,-1.0497195e+000,-1.2112083e+000,-1.3887635e+000,7.1147854e-001,4.8014589e-001,3.2180131e-001,-9.9807927e-001,3.8382882e-001,-7.4020149e-002,8.4526371e-001,-1.0495480e+000,-1.1082001e+000,-1.7762150e+000,-4.1720596e-001,3.1692630e-001,-3.7492698e-002,8.2872575e-001,-3.1318963e-001,-3.7754809e-001,9.8610659e-002,-2.2877154e-001,-5.5421690e-001,-1.0222820e+000,-1.5175359e+000,1.3278136e+000,5.2633734e-002,-5.3105735e-001,1.0553031e+000,-1.5983791e+000,-1.5545226e-001,4.8404131e-001,-6.9060554e-001,3.7365852e-001,4.1446263e-001,9.0759872e-001,-1.4832526e+000,7.9534125e-002,1.6049354e+000,8.8966729e-002,-1.2514154e+000,-1.2032049e+000,9.0431783e-001,9.0076167e-001,3.7481044e-001,-1.0495809e+000,6.1153083e-001,2.1228101e-001,4.7730817e-001,-1.3008680e-001,7.4144430e-001,-4.9462463e-001,1.3160926e-001,-5.4162539e-001,1.1723894e-001,-1.6320096e+000,7.6890547e-002,-6.0154216e-001,-1.5099658e-002,8.2396076e-001,-1.1696376e+000,-7.0982349e-001,1.2081853e+000,1.5962579e+000,-5.4314857e-001,1.1110165e+000,1.1540023e+000,-1.4614136e+000,9.7340346e-002,-4.5622219e-001,-8.6356456e-001,4.5447231e-001,1.6793323e+000,1.2817585e-002,-6.3058338e-001,-2.1713717e+000
1.6394991e+000,1.5442149e+000,2.6094075e+000,1.1250947e+000,3.2991933e+000,-6.1517389e-001,-6.0437330e-002,-7.4706353e-001,4.4321372e-001,6.5898055e-002,9.8635025e-001,-1.0474036e+000,8.5638698e-001,2.0382748e-003,5.9987576e-001,7.7338847e-001,8.6194819e-002,-5.1387070e-001,-5.5898799e-001,-9.8848055e-001,-9.8599418e-001,-3.1124318e-001,-1.5330470e+000,-1.2099674e-001,-1.5025827e+000,-4.4066964e-001,8.5083892e-001,9.4285696e-001,-5.9367589e-001,1.8450437e-001,-1.3797755e+000,-1.1573197e+000,-1.1219912e+000,8.2267325e-001,-1.2521116e+000,1.4916049e+000,-1.3127372e+000,-9.3758397e-001,-1.3602033e+000,9.7446372e-001,7.6684528e-001,1.8110295e-001,-4.6248077e-001,-1.4884859e+000,1.2400927e+000,-8.1438518e-001,3.7858844e-001,6.9064397e-001,1.7812141e+000,4.1218785e-001,-1.4767555e+000,-2.1395648e-003,6.5114028e-001,-1.2545491e+000,-6.7404188e-001,9.9402832e-003,-1.1846259e+000,1.5460851e+000,-1.3883260e+000,1.2997765e+000,-5.1841164e-001,-1.3374350e+000,-3.0339656e-001,1.4634008e+000,5.1909830e-001,-6.0927979e-001,-1.0359675e-002,-4.6450298e-001,-4.5586855e-001,-1.6690585e+000,2.5567908e-001,3.4646534e-001,1.4339178e+000,1.5385838e+000,7.0557414e-001,-7.7328734e-001,3.9095159e-001,5.1566774e-001,-1.7902974e+000,3.1648560e-001,1.4414343e-001,1.2773501e+000,-1.5458812e+000,-1.2255208e+000,1.1846436e+000,4.2071824e-001,-6.3214012e-001,-1.3142361e+000,-4.5004557e-001,5.2150638e-001,8.8625551e-001,-5.1937321e-001,6.0220824e-001,-1.2138749e+000,9.3205490e-001,-4.4365890e-002,7.7081721e-001,-9.3832622e-001,8.3901688e-001,2.3100992e-001,1.7693543e+000
-1.0876753e-001,-7.7940119e-001,-1.0568239e+000,-1.4319391e+000,-9.6773092e-001,-6.4010135e-001,4.0011565e-001,-8.1501640e-001,-1.7341739e-001,-1.4780468e+000,2.2024499e-001,-1.1325914e+000,1.7061151e+000,-1.3962433e+000,-1.3285121e+000,-2.8875442e-001,3.9326009e-001,1.2848889e+000,-1.4704073e+000,-1.3299743e+000,5.9721204e-001,5.0639570e-001,-2.6693089e-001,8.4416514e-001,-1.4261032e+000,1.3443222e+000,-5.0732883e-001,-3.2554748e-001,1.2406430e-001,-1.9534913e-001,-8.1049026e-001,-1.9253161e-001,6.1787775e-001,-8.0124300e-001,1.5350178e+000,-3.7863863e-002,-1.0730401e+000,1.1656025e+000,2.8497003e-001,1.3153410e+000,-4.7227059e-001,8.3212626e-001,7.8027560e-001,8.3659311e-001,-1.0635299e+000,1.6148141e+000,-7.6370075e-001,1.1637978e+000,-6.2180064e-001,-1.4901548e+000,1.5459194e+000,-1.6825910e+000,1.5050874e+000,2.2422284e-001,-1.0192533e+000,1.9110667e+000,9.1432607e-001,-1.1845072e+000,-2.8274898e-001,-9.0459351e-001,-9.3115523e-002,-1.4082415e-001,-1.8006926e-001,-1.3577857e+000,9.1230051e-001,1.8791633e+000,5.8115563e-001,-2.8751833e-001,-1.2171194e+000,7.5585055e-001,6.9461547e-001,8.7785572e-001,1.8685146e-001,-4.1832237e-001,5.1285053e-001,3.8225743e-001,1.9324199e+000,-3.3677511e-001,-1.0660524e+000,-1.2141569e+000,-1.1904212e+000,1.0898549e+000,-2.0661811e-001,1.1358898e+000,1.6991081e+000,-5.5357066e-002,-1.4842344e+000,6.9788655e-001,6.5618908e-001,1.7069110e+000,7.3554135e-001,4.4378122e-003,-9.7723040e-001,-1.3497395e+000,1.5418702e+000,-8.0998512e-001,1.3308939e+000,1.7754442e+000,-2.9830236e-001,-6.1689216e-001,-1.6040878e-003
-1.3917438e+000,-9.9738165e-001,-2.7798242e-001,1.3293019e+000,-2.7491159e-001,-8.3502621e-001,-9.6769702e-001,-1.1602963e+000,1.6947506e+000,-1.4534819e+000,-3.4107332e-001,7.0124023e-001,-3.2864505e-001,1.1203437e+000,4.1946018e-001,-1.9334724e-001,-1.6803716e-001,-1.1656036e+000,-9.2974409e-001,-3.5790576e-001,-1.0944195e+000,-9.1070641e-002,1.5462671e+000,1.1436066e+000,-9.8509003e-001,-1.4520873e+000,3.3680146e-001,-5.2948597e-001,-7.6407425e-001,-3.4802767e-002,-1.4103969e+000,2.5835626e-001,-1.1575749e+000,-8.7225929e-002,-3.3471286e-001,6.2793427e-001,-5.1303220e-001,2.6305826e-001,-2.9135057e-001,8.7140143e-001,-4.9694690e-001,1.0259210e+000,1.4394937e+000,1.7302169e+000,-4.7284405e-001,-3.5795686e-001,-4.5905600e-001,-8.8397040e-001,1.2468006e+000,-5.9172417e-001,5.5029499e-001,-6.0109879e-001,1.5719634e+000,7.5431500e-001,-7.5843746e-001,-1.6084001e+000,1.4711828e+000,-9.0707804e-001,-7.4956913e-001,2.9720229e-001,-8.9122001e-001,-5.6869057e-001,-1.8909918e+000,4.6348333e-001,-1.3767163e+000,3.6986222e-002,9.6430304e-001,3.4727385e-001,-1.4441098e+000,1.4567594e+000,1.6448221e+000,-3.9905881e-001,-1.5854344e+000,-1.0932107e+000,1.6254538e+000,-8.5377816e-001,-1.0581503e+000,1.3428845e+000,-1.0425776e+000,-1.1185445e+000,1.0967201e+000,1.3874919e+000,-1.2693574e+000,-7.1941742e-002,-9.8844450e-001,-9.7149534e-001,4.5591031e-001,-7.3625873e-001,-1.5232721e+000,-1.2870966e+000,5.3317556e-001,-9.6609246e-001,-1.3156826e+000,9.3753272e-001,-1.5569680e+000,-1.2152118e+000,9.8143006e-001,-1.2702154e+000,9.5588927e-001,2.2273307e-002,5.8954456e-001
-1.4678192e+000,-1.3065766e+000,-1.2365005e+000,-7.1738200e-001,-5.4818303e-001,-7.5075586e-001,1.4712736e-001,-4.0339172e-001,1.3526333e+000,-1.1158822e+000,-8.5002301e-001,3.5003331e-001,-1.4555138e+000,-8.1241609e-001,-4.0399013e-001,-1.7348861e+000,-1.5152825e+000,-1.1345173e+000,1.3185837e+000,-8.5248777e-001,-4.0393826e-001,2.3586903e-001,8.9690295e-002,-1.4748064e+000,3.9734704e-001,1.3909141e+000,-1.7187181e+000,-9.9424988e-001,-1.0192907e+000,-1.2001063e+000,-1.6671186e+000,6.7062846e-001,6.7476114e-001,3.3359352e-002,-1.0758360e+000,-4.9461702e-001,-9.4487524e-001,7.4763924e-001,7.7287504e-001,7.3018008e-001,1.3465345e+000,4.1395775e-001,7.7453439e-001,1.2413513e+000,7.9723554e-001,-5.3124739e-001,8.6851791e-001,-8.6323670e-001,-1.3241903e+000,1.1394863e+000,1.2883305e+000,4.8745644e-001,1.1949502e+000,-3.6491339e-001,-1.5947721e+000,-5.6857980e-001,1.5032686e+000,3.7390631e-001,1.3295690e+000,-6.3048874e-002,1.0465885e+000,1.0147079e+000,-1.8449915e-001,1.0314530e+000,1.6779903e+000,-8.4757327e-001,-1.0429956e+000,1.3564555e+000,-1.2080313e+000,-6.6648084e-001,1.2320625e+000,-1.1558247e-001,-3.6559446e-001,-1.8188161e+000,7.3361587e-001,-7.8656405e-001,4.1693408e-001,1.6242391e+000,1.1678932e+000,-5.4297566e-001,1.3295108e+000,1.0132226e+000,-3.3057957e-001,-8.7030049e-001,1.4057783e+000,1.5395117e+000,1.3287116e+000,-9.9021564e-001,-1.3418208e+000,6.6366605e-001,-1.1798333e+000,-1.7046075e+000,-1.8268043e-001,1.7222392e+000,-1.0000303e+000,8.7416130e-001,-9.8956966e-001,9.0504619e-001,-1.6044177e+000,5.4493649e-001,-3.5269714e-001
